ResourceID,mmb_id_mat,card,order,Image URL,Image Manifest,Image Manifest Type,Image URL Type
b55f8960-5ee5-59fd-88f5-7a8c3c92e0b2,tg:mmbdc:2_#1,e22_Images,1,https://dams.antwerpen.be/asset/k1TnEMHQbMPQTdmgEfOKprbq,https://dams.antwerpen.be/iiif/k1TnEMHQbMPQTdmgEfOKprbq/manifest,DAMS Manifest,DAMS Image
6bd190f4-1853-589f-9ca1-4cd9a512b277,tg:mmbdc:3_#1,e22_Images,1,https://dams.antwerpen.be/asset/z2bVWeYYwmpPZbjkVUQdoT6p,https://dams.antwerpen.be/iiif/z2bVWeYYwmpPZbjkVUQdoT6p/manifest,DAMS Manifest,DAMS Image
f88733b4-7a74-5fa4-9d32-2e17575faa7b,tg:mmbdc:4_#1,e22_Images,1,https://dams.antwerpen.be/asset/CVvxSPSiiNMMK9hCYmzhI6Nm,https://dams.antwerpen.be/iiif/CVvxSPSiiNMMK9hCYmzhI6Nm/manifest,DAMS Manifest,DAMS Image
03e4637b-85a7-56bb-a14e-79f36c830407,tg:mmbdc:5_#1,e22_Images,1,https://dams.antwerpen.be/asset/U1nlQXD3UQxHOa4rcL3I80NM,https://dams.antwerpen.be/iiif/U1nlQXD3UQxHOa4rcL3I80NM/manifest,DAMS Manifest,DAMS Image
52519509-91f6-51ff-b3f7-41a02116d2e7,tg:mmbdc:6_#1,e22_Images,1,https://dams.antwerpen.be/asset/X1Wq97xKLiJVYQgcDT2xp7dh,https://dams.antwerpen.be/iiif/X1Wq97xKLiJVYQgcDT2xp7dh/manifest,DAMS Manifest,DAMS Image
66461767-c6e9-5183-8ed0-53031e25ab9c,tg:mmbdc:7_#1,e22_Images,1,https://dams.antwerpen.be/asset/x1dGNEbKXRiTUSOIVjIsCq9Y,https://dams.antwerpen.be/iiif/x1dGNEbKXRiTUSOIVjIsCq9Y/manifest,DAMS Manifest,DAMS Image
43041bc9-a42e-59b2-9bca-dbabb16059b9,tg:mmbdc:8_#1,e22_Images,1,https://dams.antwerpen.be/asset/n2k6Pk6tsdeBmFPAXwXerTWw,https://dams.antwerpen.be/iiif/n2k6Pk6tsdeBmFPAXwXerTWw/manifest,DAMS Manifest,DAMS Image
ec82374f-68ed-587e-89c7-8d657c97fad2,tg:mmbdc:9_#1,e22_Images,1,https://dams.antwerpen.be/asset/K1gSWbTjXbPrdifGUkYkdDkt,https://dams.antwerpen.be/iiif/K1gSWbTjXbPrdifGUkYkdDkt/manifest,DAMS Manifest,DAMS Image
39634300-2e08-57c7-86c1-c80ade0e45e4,tg:mmbdc:10_#1,e22_Images,1,https://dams.antwerpen.be/asset/SPOQMaXeIcVkOZXcu226V17a,https://dams.antwerpen.be/iiif/SPOQMaXeIcVkOZXcu226V17a/manifest,DAMS Manifest,DAMS Image
31283184-f32e-5752-acee-dfa5c3c2ffe0,tg:mmbdc:11_#1,e22_Images,1,https://dams.antwerpen.be/asset/N28RgGkteNYdjlPGAk3pBOC6,https://dams.antwerpen.be/iiif/N28RgGkteNYdjlPGAk3pBOC6/manifest,DAMS Manifest,DAMS Image
