ResourceID,brocade.id,card,order,Keeper,Object Number (nl),Object Identifier,Record Type
22a58008-ac46-5798-818b-c310f25446e0,tg:mpmbr:1130,AA,0,Museum Plantin-Moretus,tg:mpmbr:1130,https://data.museumplantinmoretus.be/ark:/11975/22a58008-ac46-5798-818b-c310f25446e0,Brieven
04d48f6d-a553-56b5-92c6-bf6876ff1b4b,tg:mpmbr:598,AA,0,Museum Plantin-Moretus,tg:mpmbr:598,https://data.museumplantinmoretus.be/ark:/11975/04d48f6d-a553-56b5-92c6-bf6876ff1b4b,Brieven
e687756a-1c8c-551e-b0fb-6c08b0ae577e,tg:mpmbr:1048,AA,0,Museum Plantin-Moretus,tg:mpmbr:1048,https://data.museumplantinmoretus.be/ark:/11975/e687756a-1c8c-551e-b0fb-6c08b0ae577e,Brieven
9e91f775-0904-5585-b362-570ab5b372a5,tg:mpmbr:31,AA,0,Museum Plantin-Moretus,tg:mpmbr:31,https://data.museumplantinmoretus.be/ark:/11975/9e91f775-0904-5585-b362-570ab5b372a5,Brieven
f4b540b0-7892-55b3-8543-47493244a9fa,tg:mpmbr:1120,AA,0,Museum Plantin-Moretus,tg:mpmbr:1120,https://data.museumplantinmoretus.be/ark:/11975/f4b540b0-7892-55b3-8543-47493244a9fa,Brieven
62f765f5-048a-5ea9-8e60-ea199cf30104,tg:mpmbr:21,AA,0,Museum Plantin-Moretus,tg:mpmbr:21,https://data.museumplantinmoretus.be/ark:/11975/62f765f5-048a-5ea9-8e60-ea199cf30104,Brieven
c1fbb556-4da2-5860-bf5b-55cd90bad767,tg:mpmbr:588,AA,0,Museum Plantin-Moretus,tg:mpmbr:588,https://data.museumplantinmoretus.be/ark:/11975/c1fbb556-4da2-5860-bf5b-55cd90bad767,Brieven
ebd8f5f1-0bd8-5569-bba2-f5586eae54e0,tg:mpmbr:1058,AA,0,Museum Plantin-Moretus,tg:mpmbr:1058,https://data.museumplantinmoretus.be/ark:/11975/ebd8f5f1-0bd8-5569-bba2-f5586eae54e0,Brieven
f0945d29-66a8-52b3-83b6-f60afea3058b,tg:mpmbr:932,AA,0,Museum Plantin-Moretus,tg:mpmbr:932,https://data.museumplantinmoretus.be/ark:/11975/f0945d29-66a8-52b3-83b6-f60afea3058b,Brieven
59ed0143-6353-5cd1-b3ac-c70971ae1d45,tg:mpmbr:922,AA,0,Museum Plantin-Moretus,tg:mpmbr:922,https://data.museumplantinmoretus.be/ark:/11975/59ed0143-6353-5cd1-b3ac-c70971ae1d45,Brieven
31d4b0dd-8efc-5e69-827b-d6e9e8a0a760,tg:mpmbr:786,AA,0,Museum Plantin-Moretus,tg:mpmbr:786,https://data.museumplantinmoretus.be/ark:/11975/31d4b0dd-8efc-5e69-827b-d6e9e8a0a760,Brieven
8a51d5f2-25f9-52f0-9767-d4c03f4c903f,tg:mpmbr:796,AA,0,Museum Plantin-Moretus,tg:mpmbr:796,https://data.museumplantinmoretus.be/ark:/11975/8a51d5f2-25f9-52f0-9767-d4c03f4c903f,Brieven
42fd9d26-dffe-57ed-bf38-ca5dc95872d5,tg:mpmbr:1246,AA,0,Museum Plantin-Moretus,tg:mpmbr:1246,https://data.museumplantinmoretus.be/ark:/11975/42fd9d26-dffe-57ed-bf38-ca5dc95872d5,Brieven
edeeecd3-d98d-5a00-9064-7746287c1d7d,tg:mpmbr:647,AA,0,Museum Plantin-Moretus,tg:mpmbr:647,https://data.museumplantinmoretus.be/ark:/11975/edeeecd3-d98d-5a00-9064-7746287c1d7d,Brieven
d2c25645-7c82-5884-92c9-f67ce0942d9f,tg:mpmbr:657,AA,0,Museum Plantin-Moretus,tg:mpmbr:657,https://data.museumplantinmoretus.be/ark:/11975/d2c25645-7c82-5884-92c9-f67ce0942d9f,Brieven
55fa5db6-8779-5e5a-a460-7317f98d3231,tg:mpmbr:1189,AA,0,Museum Plantin-Moretus,tg:mpmbr:1189,https://data.museumplantinmoretus.be/ark:/11975/55fa5db6-8779-5e5a-a460-7317f98d3231,Brieven
0cefaf18-fc67-5f18-8dc7-8ccef5613a7b,tg:mpmbr:88,AA,0,Museum Plantin-Moretus,tg:mpmbr:88,https://data.museumplantinmoretus.be/ark:/11975/0cefaf18-fc67-5f18-8dc7-8ccef5613a7b,Brieven
5f36020b-655a-5b14-a809-d1c5ab2616c9,tg:mpmbr:521,AA,0,Museum Plantin-Moretus,tg:mpmbr:521,https://data.museumplantinmoretus.be/ark:/11975/5f36020b-655a-5b14-a809-d1c5ab2616c9,Brieven
0a1b0310-70cb-548b-a1db-7bde4016c0d7,tg:mpmbr:1199,AA,0,Museum Plantin-Moretus,tg:mpmbr:1199,https://data.museumplantinmoretus.be/ark:/11975/0a1b0310-70cb-548b-a1db-7bde4016c0d7,Brieven
7cda03b1-7653-552c-8858-4d96da8c5d2e,tg:mpmbr:531,AA,0,Museum Plantin-Moretus,tg:mpmbr:531,https://data.museumplantinmoretus.be/ark:/11975/7cda03b1-7653-552c-8858-4d96da8c5d2e,Brieven
a161d63b-9f50-5e96-adc4-a8c8b8968fc3,tg:mpmbr:98,AA,0,Museum Plantin-Moretus,tg:mpmbr:98,https://data.museumplantinmoretus.be/ark:/11975/a161d63b-9f50-5e96-adc4-a8c8b8968fc3,Brieven
edf86dcb-ca20-56d8-bb04-3106ded49423,tg:mpmbr:374,AA,0,Museum Plantin-Moretus,tg:mpmbr:374,https://data.museumplantinmoretus.be/ark:/11975/edf86dcb-ca20-56d8-bb04-3106ded49423,Brieven
eea8877d-a4ce-51d3-8dc6-842809343f76,tg:mpmbr:364,AA,0,Museum Plantin-Moretus,tg:mpmbr:364,https://data.museumplantinmoretus.be/ark:/11975/eea8877d-a4ce-51d3-8dc6-842809343f76,Brieven
4b28ad9b-af4f-5b11-a9c4-b06dd582a517,tg:mpmbr:316,AA,0,Museum Plantin-Moretus,tg:mpmbr:316,https://data.museumplantinmoretus.be/ark:/11975/4b28ad9b-af4f-5b11-a9c4-b06dd582a517,Brieven
e7b9c528-f894-59a9-a105-7f3f07c1e6af,tg:mpmbr:306,AA,0,Museum Plantin-Moretus,tg:mpmbr:306,https://data.museumplantinmoretus.be/ark:/11975/e7b9c528-f894-59a9-a105-7f3f07c1e6af,Brieven
4292496e-5ae4-5f7e-832a-a78a5fc30656,tg:mpmbr:1093,AA,0,Museum Plantin-Moretus,tg:mpmbr:1093,https://data.museumplantinmoretus.be/ark:/11975/4292496e-5ae4-5f7e-832a-a78a5fc30656,Brieven
163f335c-b299-52ac-80b0-02355ff49dc7,tg:mpmbr:543,AA,0,Museum Plantin-Moretus,tg:mpmbr:543,https://data.museumplantinmoretus.be/ark:/11975/163f335c-b299-52ac-80b0-02355ff49dc7,Brieven
