ResourceID,brocade.id,card,order,source_field,Description,Description Type,Description Language
f0945d29-66a8-52b3-83b6-f60afea3058b,tg:mpmbr:932,e73_Descriptions,1,note.mpmcontent,"<p>Latijns gedicht naar aanleiding van Kerstmis</p>
",descriptive note,Nederlands
dfbc8449-4bd8-5e9d-9648-84c7ec93135b,tg:mpmbr:950,e73_Descriptions,,id.desc,"Reeks ingekomen brieven aan/van Max Rooses, secretaris van de Boekwezendag.",descriptive note,Nederlands
dfbc8449-4bd8-5e9d-9648-84c7ec93135b,tg:mpmbr:950,e73_Descriptions,1,note.mpmcontent,"<p>Bevat onder andere telegrammen, visitekaartjes en ingevulde toetredingsbewijzen, alsook (klad voor) rondzendbrieven (bv. uitnodigingen voor de vergaderingen).</p>
<p>Verder ook een exemplaar van een heruitgave van 'Index Librorum qui Antverpiae in Officina Christophori Plantini excusi sunt' uit 1567 in 1890 en informatie betreffende 'Premier congrès international de la Presse', Antwerpen, 1894.</p>
",descriptive note,Nederlands
e5ede363-fa92-5f5b-b3ae-f4ea7068d1e6,tg:mpmbr:949,e73_Descriptions,,id.desc,"Reeks ingekomen brieven aan/van Max Rooses, secretaris van de Boekwezendag.",descriptive note,Nederlands
e5ede363-fa92-5f5b-b3ae-f4ea7068d1e6,tg:mpmbr:949,e73_Descriptions,1,note.mpmcontent,"<p>Bevat onder andere telegrammen, visitekaartjes en ingevulde toetredingsbewijzen, alsook (klad voor) rondzendbrieven (bv. uitnodigingen voor de vergaderingen).</p>
<p>Verder ook een rondzendbrief van de Maatschappij van Antwerpsche Bibliofielen uit 1877; een documentent van Rosseels getiteld &quot;Feestelijkheden ter gelegenheid van den 300n verjaardag des overlijdens van Christoffel Plantijn&quot; uit 1889 (waar initiatief voor de Boekwezendag vermoedelijk uit ontstond); deelnemerslijsten en een 'programma des travaux'.</p>
",descriptive note,Nederlands
82151cd6-b777-5b7c-a5d3-aa50b174d150,tg:mpmbr:50,e73_Descriptions,1,note.mpmcontent,"<p>Aankondiging van de verloving van Gilles Beys en Magdalena Plantijn</p>
",descriptive note,Nederlands
8bae09fe-39f1-5a95-8d60-282ad95a95ea,tg:mpmbr:221,e73_Descriptions,1,note.mpmcontent,"<p>Bevat als bijlage het afschrift van de brief van Michel Boissel aan De Gruijtters &amp; Solvijns van 17 juli 1783 (MPM Arch. 1457 stuk 12)<br />
<a href=""http://anet.be/record/opacmpmobj/tg:mpmbr:218"">http://anet.be/record/opacmpmobj/tg:mpmbr:218</a></p>
",descriptive note,Nederlands
96c4b38e-4728-5de0-b24f-165f4887d07a,tg:mpmbr:180,e73_Descriptions,,id.desc,Brief van Balthasar I Moretus aan de secretaris van de Spaanse koning inzake de verkoop van 500 exemplaren van 'Las obras de la S. Madre Teresa de Jesus' voor de prijs van 3.250 gulden,descriptive note,Nederlands
242aca66-9d60-5fbf-a2e7-bb1400f95d08,tg:mpmbr:854,e73_Descriptions,1,note.mpmcontent,"<p>Onderwerp: betaling van een afkoopsom aan piraten</p>
",descriptive note,Nederlands
e580ba4c-9933-59a9-bb65-dcac024bb373,tg:mpmbr:862,e73_Descriptions,1,note.mpmcontent,"<p>Onderwerp: de restitutie van de boeken van Petrus Lansselius SJ</p>
",descriptive note,Nederlands
e8dd38ac-5efa-5c32-b752-90861dc9fcca,tg:mpmbr:895,e73_Descriptions,1,note.mpmcontent,"<p>Nieuwjaarsbrief in rijmvorm</p>
",descriptive note,Nederlands
175a644f-ee14-50d0-a496-ae3d619abb9a,tg:mpmbr:115,e73_Descriptions,,id.desc,Recommandatie van Balthasar III Moretus,descriptive note,Nederlands
