ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type
c285eabe-bdd8-5fa8-be09-e0d2398c5947,tg:mpmph:31,e73_AnnotationsImmaterial,1,note.mpmalg,"<p>Microfilm</p>
","<p>Microfilm</p>
",Nederlands,remarks
c285eabe-bdd8-5fa8-be09-e0d2398c5947,tg:mpmph:31,e73_AnnotationsImmaterial,2,note.mpmalg,"<p>Bewaarplaats origineel: Archivio di Stato Firenze - Misc. Med. Stamp. Orient. No 2</p>
","<p>Bewaarplaats origineel: Archivio di Stato Firenze - Misc. Med. Stamp. Orient. No 2</p>
",Nederlands,remarks
32b561ba-598d-5dbe-9489-35948ec95d3c,tg:mpmph:21,e73_AnnotationsImmaterial,1,note.mpmalg,"<p>Microfilm</p>
","<p>Microfilm</p>
",Nederlands,remarks
32b561ba-598d-5dbe-9489-35948ec95d3c,tg:mpmph:21,e73_AnnotationsImmaterial,2,note.mpmalg,"<p>Bewaarplaats origineel: Biblioteca Apostolica Vaticana - RG.Oriente IV 112(3)</p>
","<p>Bewaarplaats origineel: Biblioteca Apostolica Vaticana - RG.Oriente IV 112(3)</p>
",Nederlands,remarks
037115d1-f4fd-5466-9669-a426c185e2ac,tg:mpmph:88,e73_AnnotationsImmaterial,1,note.mpmalg,"<p>Bewaarplaats origineel: Museum Enschedé - 1598</p>
","<p>Bewaarplaats origineel: Museum Enschedé - 1598</p>
",Nederlands,remarks
020d937c-b7b1-5ae0-9241-74fd925008ba,tg:mpmph:98,e73_AnnotationsImmaterial,1,note.mpmalg,"<p>Bewaarplaats origineel: Universiteitsbibliotheek Leiden 20651 D 51</p>
","<p>Bewaarplaats origineel: Universiteitsbibliotheek Leiden 20651 D 51</p>
",Nederlands,remarks
e272703b-d5a8-58f6-99cc-7b327f7488d7,tg:mpmph:108,e73_AnnotationsImmaterial,1,note.mpmalg,"<p>Bewaarplaats origineel: Universiteitsbibliotheek Amsterdam - O 96-17 of KW 3107 B 26</p>
","<p>Bewaarplaats origineel: Universiteitsbibliotheek Amsterdam - O 96-17 of KW 3107 B 26</p>
",Nederlands,remarks
48a416aa-fd0c-5b4d-88b8-8491c78d09c4,tg:mpmph:53,e73_AnnotationsImmaterial,1,note.mpmalg,"<p>Microfilm</p>
","<p>Microfilm</p>
",Nederlands,remarks
48a416aa-fd0c-5b4d-88b8-8491c78d09c4,tg:mpmph:53,e73_AnnotationsImmaterial,2,note.mpmalg,"<p>Bewaarplaats origineel: Biblioteca Apostolica Vaticana - Epigrafia folio 6</p>
","<p>Bewaarplaats origineel: Biblioteca Apostolica Vaticana - Epigrafia folio 6</p>
",Nederlands,remarks
7bdeae05-9a01-5c7a-baba-17b7d04d3200,tg:mpmph:43,e73_AnnotationsImmaterial,1,note.mpmalg,"<p>Microfilm</p>
","<p>Microfilm</p>
",Nederlands,remarks
7bdeae05-9a01-5c7a-baba-17b7d04d3200,tg:mpmph:43,e73_AnnotationsImmaterial,2,note.mpmalg,"<p>Bewaarplaats origineel: Archives nationales: centre historique de Paris</p>
<ol>
<li>ET VIII 60</li>
<li>ET XI 35</li>
<li>ET LXXIII 8</li>
<li>ET LXXIII 9</li>
<li>ET LXXIII 11</li>
<li>ET LXXIII 16</li>
<li>ET LXXIII 17</li>
<li>ET LXXIII 21</li>
<li>ET LXXIII 50</li>
<li>ET CX 15</li>
<li>ET CX 16</li>
<li>ET CXXII 128</li>
</ol>
","<p>Bewaarplaats origineel: Archives nationales: centre historique de Paris</p>
<ol>
<li>ET VIII 60</li>
<li>ET XI 35</li>
<li>ET LXXIII 8</li>
<li>ET LXXIII 9</li>
<li>ET LXXIII 11</li>
<li>ET LXXIII 16</li>
<li>ET LXXIII 17</li>
<li>ET LXXIII 21</li>
<li>ET LXXIII 50</li>
<li>ET CX 15</li>
<li>ET CX 16</li>
<li>ET CXXII 128</li>
</ol>
",Nederlands,remarks
7bdeae05-9a01-5c7a-baba-17b7d04d3200,tg:mpmph:43,e73_AnnotationsImmaterial,3,note.mpmalg,"<p>Vermeld op de originele verpakking van de microfilm: Paris, Minutier Central (Parent, 1974, 72-74)</p>
","<p>Vermeld op de originele verpakking van de microfilm: Paris, Minutier Central (Parent, 1974, 72-74)</p>
",Nederlands,remarks
cf10feed-9f60-5d97-9a97-6f221a03c746,tg:mpmph:101,e73_AnnotationsImmaterial,1,note.mpmalg,"<p>Bewaarplaats origineel: KBB - VH 8949 A <br />
KBB is niet de Koninklijke Bibliotheek van België of van Nederland</p>
","<p>Bewaarplaats origineel: KBB - VH 8949 A <br />
KBB is niet de Koninklijke Bibliotheek van België of van Nederland</p>
",Nederlands,remarks
69b8e859-4eb7-5bdb-ba34-76e65b9a26a3,tg:mpmph:28,e73_AnnotationsImmaterial,1,note.mpmalg,"<p>Microfilm</p>
","<p>Microfilm</p>
",Nederlands,remarks
69b8e859-4eb7-5bdb-ba34-76e65b9a26a3,tg:mpmph:28,e73_AnnotationsImmaterial,2,note.mpmalg,"<p>Bewaarplaats origineel: Biblioteca Medicea Laurenziana Firenze</p>
","<p>Bewaarplaats origineel: Biblioteca Medicea Laurenziana Firenze</p>
",Nederlands,remarks
1f65494d-9c65-535d-bcb1-a04cf80de46f,tg:mpmph:38,e73_AnnotationsImmaterial,1,note.mpmalg,"<p>Meerdere microfilms op één spoel</p>
","<p>Meerdere microfilms op één spoel</p>
",Nederlands,remarks
b2b20816-1148-5965-89d9-95c6cfe2d0ab,tg:mpmph:91,e73_AnnotationsImmaterial,1,note.mpmalg,"<p>Bewaarplaats origineel: Museum Enschedé - 1247</p>
","<p>Bewaarplaats origineel: Museum Enschedé - 1247</p>
",Nederlands,remarks
05915d97-808a-5322-ab95-3721b82d4af5,tg:mpmph:81,e73_AnnotationsImmaterial,1,note.mpmalg,"<p>Bewaarplaats origineel: Universiteit van Amsterdam - OTM: 096-49 (1)</p>
","<p>Bewaarplaats origineel: Universiteit van Amsterdam - OTM: 096-49 (1)</p>
",Nederlands,remarks
