ResourceID,mmb_id_mat,card,order,Acquisition Brocade ID,Acquisition Widget,Archive Brocade ID,Archive Widget,source_value,Dimension Value,Dimension Type,Dimension Measurement Unit,au_code,au_name,Production Actor Role,Production Actor Note,Production Actor Widget,Start Date,End Date,source_field,source_date,Restriction Type,Image URL,Image Manifest,Image Manifest Type,Image URL Type,Keeper,Object Number,Object Number Type,Object Identifier,Warehouse Location (begin),Warehouse Location (end),Object Type,Other Identifier Type,Other Identifier,Annotation Type,Annotation Language,Annotation
02762407-114b-52cb-b815-50e59376f1e2,,AA,0,,,,,,,,,,,,,,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbdc:19_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/02762407-114b-52cb-b815-50e59376f1e2,Doos A.IX,,obituaries,record identifiers,MMB.A.1207,,,
02762407-114b-52cb-b815-50e59376f1e2,tg:mmbdc:19_#1,e22_Archives,1,,,MMB.A.I.E.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02762407-114b-52cb-b815-50e59376f1e2,,e22_Dimensions,,,,,,110 x 66 mm,110,hoogte,millimeters,,,,,,,,,,,,,,,,,,,,,,,,,,
02762407-114b-52cb-b815-50e59376f1e2,,e22_Dimensions,,,,,,110 x 66 mm,66,breedte,millimeters,,,,,,,,,,,,,,,,,,,,,,,,,,
02762407-114b-52cb-b815-50e59376f1e2,tg:mmbdc:19_#1,e22_Images,1,,,,,,,,,,,,,,,,,,,https://dams.antwerpen.be/asset/ARdEAhZtnSerYdbIZQUJDqQM,https://dams.antwerpen.be/iiif/ARdEAhZtnSerYdbIZQUJDqQM/manifest,DAMS Manifest,DAMS Image,,,,,,,,,,,,
02762407-114b-52cb-b815-50e59376f1e2,tg:mmbdc:19_#1,e22_ProductionActors,1,,,,,,,,,au::115208:1,"Mayer, Emil",subjects (content of works),,"dlod={""suggest"":[""/agents/people/12220353"",""au::115208"",""au::115208:1"",""ark:/83110/x0/f2635dbf-a727-528c-adee-a89e8088bca4"",""Emil Mayer""],""name"":""Emil Mayer"",""ark"":""ark:/83110/x0/f2635dbf-a727-528c-adee-a89e8088bca4"",""uri"":""/agents/people/12220353"",""id"":""au::115208:1"",""isCapacity"":false}",,,,,,,,,,,,,,,,,,,,,
02762407-114b-52cb-b815-50e59376f1e2,tg:mmbdc:19_#1,e22_ProductionTimeSpans,1,,,,,,,,,,,,,,1879-11-16,,,,,,,,,,,,,,,,,,,,
02762407-114b-52cb-b815-50e59376f1e2,tg:mmbdc:19_#1,e22_UsageRestrictions,,,,,,,,,,,,,,,,,begindatum,1879,open,,,,,,,,,,,,,,,,
03e4637b-85a7-56bb-a14e-79f36c830407,,AA,0,,,,,,,,,,,,,,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbdc:5_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/03e4637b-85a7-56bb-a14e-79f36c830407,Doos A.IX,,files (document groupings),record identifiers,MMB.A.1193,,,
03e4637b-85a7-56bb-a14e-79f36c830407,tg:mmbdc:5_#1,e22_Acquisitions,1,geschonken door baron de Meester de Ravesteyn tijdens de Algemene Vergadering Raad van Regenten op 23/02/1981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
