ResourceID,card,mmb_id,order,source_field,External Relation URL Prefix,External Relation URL,External Relation,External Relation URL Type,Language,ResourceID_mat,mmb_id_mat,Material Records,source_date,Copyright Type,Copyright Revision Date,Object Identifier,Object Number Type,Object Number,Other Identifier Type,Other Identifier,Description Type,Description Language,Description,Record Type
00177e71-0d41-5011-b82e-5c0c60b5f89e,AA,,0,,,,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/00177e71-0d41-5011-b82e-5c0c60b5f89e,object identifier,tg:mmbbr:126,record identifiers,MMB.A.0126,descriptive note,Nederlands,de aankopen uit de collectie Olivier,Brieven
00177e71-0d41-5011-b82e-5c0c60b5f89e,e73_Copyrights,tg:mmbbr:126,,begindatum,,,,,,,,,1890,No Copyright - Public Domain Mark 1.0,2005,,,,,,,,,
00177e71-0d41-5011-b82e-5c0c60b5f89e,e73_Languages,,,taal 1,,,,,French (language),,,,,,,,,,,,,,,
00177e71-0d41-5011-b82e-5c0c60b5f89e,e73_MaterialRecords,tg:mmbbr:126,1,,,,,,,e3b761ef-ac68-50bf-a456-aea7f709a1c2,tg:mmbbr:126_#1,"[{""resourceId"": ""e3b761ef-ac68-50bf-a456-aea7f709a1c2"", ""ontologyProperty"": """", ""resourceXresourceId"": ""e4b9ec1a-5223-4b3d-9014-3e343a0aceae"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,
00216f28-d524-5d3f-a4db-6164351c9333,AA,,0,,,,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/00216f28-d524-5d3f-a4db-6164351c9333,object identifier,tg:mmbbr:1445,record identifiers,MMB.A.1445,descriptive note,Nederlands,In verband met de Sint Henricusstichting,Brieven
00216f28-d524-5d3f-a4db-6164351c9333,e73_Copyrights,tg:mmbbr:1445,,begindatum,,,,,,,,,1905,No Known Copyright,2020,,,,,,,,,
00216f28-d524-5d3f-a4db-6164351c9333,e73_Languages,,,taal 1,,,,,French (language),,,,,,,,,,,,,,,
00216f28-d524-5d3f-a4db-6164351c9333,e73_MaterialRecords,tg:mmbbr:1445,1,,,,,,,82d7e687-63f6-502e-93c8-6ce444f75619,tg:mmbbr:1445_#1,"[{""resourceId"": ""82d7e687-63f6-502e-93c8-6ce444f75619"", ""ontologyProperty"": """", ""resourceXresourceId"": ""09ba07e2-abfc-4a35-a646-9287ac3f1df1"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,
004b6ee8-29ec-5d3e-92db-e7c9f511d84e,AA,,0,,,,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/004b6ee8-29ec-5d3e-92db-e7c9f511d84e,object identifier,tg:mmbbr:530,record identifiers,MMB.A.0530,descriptive note,Nederlands,"de aankoop van zeven boeken geschreven door Baert de Reiffenberg, Busscher, Horsin, Mensaert, Spruyt, Coles Postal, Laborde",Brieven
004b6ee8-29ec-5d3e-92db-e7c9f511d84e,e73_Copyrights,tg:mmbbr:530,,begindatum,,,,,,,,,1894,No Known Copyright,2009,,,,,,,,,
004b6ee8-29ec-5d3e-92db-e7c9f511d84e,e73_Languages,,,taal 1,,,,,French (language),,,,,,,,,,,,,,,
004b6ee8-29ec-5d3e-92db-e7c9f511d84e,e73_MaterialRecords,tg:mmbbr:530,1,,,,,,,9c9bced2-5604-554f-80cb-654ce91876aa,tg:mmbbr:530_#1,"[{""resourceId"": ""9c9bced2-5604-554f-80cb-654ce91876aa"", ""ontologyProperty"": """", ""resourceXresourceId"": ""11d19487-a4f3-4a81-917e-03a80ac360d8"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,
