ResourceID,ResourceID_mat,mmb_id,mmb_id_mat,card,order,Material Records
cdc2238a-bb75-5563-95b0-c8fd10288b1c,533382a9-575a-5833-b604-67b59652ea7c,tg:mmbbr:1578,tg:mmbbr:1578_#1,e73_MaterialRecords,1,"[{""resourceId"": ""533382a9-575a-5833-b604-67b59652ea7c"", ""ontologyProperty"": """", ""resourceXresourceId"": ""70c491b2-69e3-4f48-8e21-8d6fc1cc282a"", ""inverseOntologyProperty"": """"}]"
97a23410-3c6f-5dc2-8f3f-6615bfcbbc0f,7944777a-a83c-5fd7-bf35-e6d3ae388e28,tg:mmbbr:1579,tg:mmbbr:1579_#1,e73_MaterialRecords,1,"[{""resourceId"": ""7944777a-a83c-5fd7-bf35-e6d3ae388e28"", ""ontologyProperty"": """", ""resourceXresourceId"": ""5949d603-5c10-4b13-b0e5-705064ddb822"", ""inverseOntologyProperty"": """"}]"
880622da-d084-5086-bfd9-1c02532f5898,d8bb9d6f-75a1-5daf-a48a-ca84518e1b1f,tg:mmbbr:1580,tg:mmbbr:1580_#1,e73_MaterialRecords,1,"[{""resourceId"": ""d8bb9d6f-75a1-5daf-a48a-ca84518e1b1f"", ""ontologyProperty"": """", ""resourceXresourceId"": ""90353664-d1b9-468f-b26a-ee73648a421f"", ""inverseOntologyProperty"": """"}]"
ead18356-4451-5d74-b7da-1a2a23288625,dd5be8f3-22bd-5806-9f32-d74ba1e4fe17,tg:mmbbr:1654,tg:mmbbr:1654_#1,e73_MaterialRecords,1,"[{""resourceId"": ""dd5be8f3-22bd-5806-9f32-d74ba1e4fe17"", ""ontologyProperty"": """", ""resourceXresourceId"": ""9d05b0c1-3511-4ba7-acb1-226e1947b0ff"", ""inverseOntologyProperty"": """"}]"
46b4d285-0acc-5415-a751-9ad3fb24246d,23e37905-4232-5923-9d60-da3fd825788d,tg:mmbbr:1655,tg:mmbbr:1655_#1,e73_MaterialRecords,1,"[{""resourceId"": ""23e37905-4232-5923-9d60-da3fd825788d"", ""ontologyProperty"": """", ""resourceXresourceId"": ""ebb88f14-d642-4a75-8234-01cafc7e626c"", ""inverseOntologyProperty"": """"}]"
97e33dbc-7d55-53e1-ac59-f18338944a33,a83726a1-58bf-5d52-88b3-b5e78eef6895,tg:mmbbr:1640,tg:mmbbr:1640_#1,e73_MaterialRecords,1,"[{""resourceId"": ""a83726a1-58bf-5d52-88b3-b5e78eef6895"", ""ontologyProperty"": """", ""resourceXresourceId"": ""e0cfd298-5d9a-47a8-83b8-36e5569d009d"", ""inverseOntologyProperty"": """"}]"
528b3328-2900-5880-98fa-15f34402e479,92390240-7df4-58f8-bafa-48e3f9386a5f,tg:mmbbr:1641,tg:mmbbr:1641_#1,e73_MaterialRecords,1,"[{""resourceId"": ""92390240-7df4-58f8-bafa-48e3f9386a5f"", ""ontologyProperty"": """", ""resourceXresourceId"": ""60f396d0-ea71-4649-a574-1885287c15b8"", ""inverseOntologyProperty"": """"}]"
842354d0-e967-56cb-ac2f-b15846f60c3c,c62a18b1-ed1d-5259-855d-467af4a25e06,tg:mmbbr:1642,tg:mmbbr:1642_#1,e73_MaterialRecords,1,"[{""resourceId"": ""c62a18b1-ed1d-5259-855d-467af4a25e06"", ""ontologyProperty"": """", ""resourceXresourceId"": ""37987611-0eb1-44c6-8017-7eb4a9ba98ae"", ""inverseOntologyProperty"": """"}]"
be1b49ba-639d-5df5-86dd-1ae3554bc41e,914b0932-c2dd-541c-ae11-f33af13d5bb8,tg:mmbbr:1643,tg:mmbbr:1643_#1,e73_MaterialRecords,1,"[{""resourceId"": ""914b0932-c2dd-541c-ae11-f33af13d5bb8"", ""ontologyProperty"": """", ""resourceXresourceId"": ""3eee26fb-9672-46da-b6bf-2b33ff568cbe"", ""inverseOntologyProperty"": """"}]"
d3badfc9-d911-586c-b934-b5cf745e33e0,8da6f9c9-7af6-566d-aa5d-c3354a78528d,tg:mmbbr:1644,tg:mmbbr:1644_#1,e73_MaterialRecords,1,"[{""resourceId"": ""8da6f9c9-7af6-566d-aa5d-c3354a78528d"", ""ontologyProperty"": """", ""resourceXresourceId"": ""e6450b3c-fbad-4482-a274-3a81d036b1f9"", ""inverseOntologyProperty"": """"}]"
