ResourceID,card,order,Transactions
003cbcab-20e6-5677-a93d-c0e024fab06f,e73_ChangeHistoryRelations,1,"[{""resourceId"": ""c8a36f06-2cfd-4f52-aef7-f754ea7d7992"", ""ontologyProperty"": """", ""resourceXresourceId"": ""5893bf23-4e74-4c51-8b9d-cb30bf126de1"", ""inverseOntologyProperty"": """"}]"
0080ab7f-8e6d-5f07-8ad8-19fa53513765,e73_ChangeHistoryRelations,1,"[{""resourceId"": ""be6573b6-310e-4ff3-897c-91e6e6287b88"", ""ontologyProperty"": """", ""resourceXresourceId"": ""8437475d-411f-41ae-8c6c-23ec2ac79096"", ""inverseOntologyProperty"": """"}]"
00965f57-9509-512d-a935-131a0d7c260f,e73_ChangeHistoryRelations,1,"[{""resourceId"": ""e97baa4a-fd7c-4454-8b71-8f28b99dae3b"", ""ontologyProperty"": """", ""resourceXresourceId"": ""cc2f662c-f230-4bf3-a7ca-b78aa8e55d86"", ""inverseOntologyProperty"": """"}]"
00e2d85a-e51c-502e-b7b4-17f7a66b9b01,e73_ChangeHistoryRelations,1,"[{""resourceId"": ""adde75ee-402b-4fe0-9ac9-c607ab5b3f33"", ""ontologyProperty"": """", ""resourceXresourceId"": ""a2c0f65a-9660-4f04-a950-65b05e7ed642"", ""inverseOntologyProperty"": """"}]"
00eefe84-d8db-55ef-87a0-0fdf632d6d3b,e73_ChangeHistoryRelations,1,"[{""resourceId"": ""5b1f3861-9115-499a-8742-db3a1c920f26"", ""ontologyProperty"": """", ""resourceXresourceId"": ""01620dc0-7082-4e87-8f5f-e49b6aee0260"", ""inverseOntologyProperty"": """"}]"
00f441cc-a274-59ff-93e6-ab79435a4af4,e73_ChangeHistoryRelations,1,"[{""resourceId"": ""efa6b32f-6bdc-4628-96ef-d3231a0567ed"", ""ontologyProperty"": """", ""resourceXresourceId"": ""a028319f-1874-4835-b03d-3168b51a1ca0"", ""inverseOntologyProperty"": """"}]"
0131a270-45ee-5a0d-a6d0-26bbfefb3adf,e73_ChangeHistoryRelations,1,"[{""resourceId"": ""3a3e0bac-9294-4cfd-91f6-7b0457183005"", ""ontologyProperty"": """", ""resourceXresourceId"": ""7a9b8534-2890-498a-9080-29458fc5c6c0"", ""inverseOntologyProperty"": """"}]"
020cd0d6-ebd9-5dd3-9095-5e68e992060e,e73_ChangeHistoryRelations,1,"[{""resourceId"": ""f4caefe6-35e2-4c4b-8c36-664586f5fdfd"", ""ontologyProperty"": """", ""resourceXresourceId"": ""9d94ac0e-0788-4b66-9782-3ba4b7b5b8b3"", ""inverseOntologyProperty"": """"}]"
0271fa34-0f33-5df4-b297-36053f62a2cc,e73_ChangeHistoryRelations,1,"[{""resourceId"": ""dd48d535-3987-46f0-b337-416cf5e56150"", ""ontologyProperty"": """", ""resourceXresourceId"": ""d7bf366f-7800-4f94-9e85-1667b24426a6"", ""inverseOntologyProperty"": """"}]"
02dd1a27-db0f-5409-9cae-23e602b7d7c9,e73_ChangeHistoryRelations,1,"[{""resourceId"": ""d8ed8846-c49b-463b-b13f-5c5285e1c354"", ""ontologyProperty"": """", ""resourceXresourceId"": ""18a93af0-93a0-414d-8a20-82629d3f465a"", ""inverseOntologyProperty"": """"}]"
03226fac-6a4d-5e94-af19-db903ae55726,e73_ChangeHistoryRelations,1,"[{""resourceId"": ""1d63d1da-489f-445f-866e-2732ef1ee9df"", ""ontologyProperty"": """", ""resourceXresourceId"": ""34ecb6ff-2683-47dc-a758-00d73f77ff1b"", ""inverseOntologyProperty"": """"}]"
036f83f8-0162-5f9b-8862-dc8551fac6b5,e73_ChangeHistoryRelations,1,"[{""resourceId"": ""d665b8aa-58c3-4818-b7ae-52ba01119ccb"", ""ontologyProperty"": """", ""resourceXresourceId"": ""f1fb5388-f13d-4287-b352-2ac965022ca4"", ""inverseOntologyProperty"": """"}]"
0391eea6-f7de-5b3a-963f-34f80ee0e3d5,e73_ChangeHistoryRelations,1,"[{""resourceId"": ""27fb1967-3772-40ed-854e-0530ce1d8710"", ""ontologyProperty"": """", ""resourceXresourceId"": ""56118e9f-635b-48a2-9af1-5f18b3d654d0"", ""inverseOntologyProperty"": """"}]"
03d7cb42-b8f4-5b01-bf8b-ff7ace358895,e73_ChangeHistoryRelations,1,"[{""resourceId"": ""7eef70f8-99f3-48ec-a443-7ae2cecd058b"", ""ontologyProperty"": """", ""resourceXresourceId"": ""b10663c3-0097-43fa-98d5-0f7470c4d046"", ""inverseOntologyProperty"": """"}]"
03e56b8d-3c04-59c4-877f-bd867540a0b4,e73_ChangeHistoryRelations,1,"[{""resourceId"": ""bb4ffd95-9ad6-45da-9a0c-841ede01a3fc"", ""ontologyProperty"": """", ""resourceXresourceId"": ""c6c932af-ebcc-424f-ae0c-c945918e815c"", ""inverseOntologyProperty"": """"}]"
0466a457-275b-505c-b610-8eebd855936b,e73_ChangeHistoryRelations,1,"[{""resourceId"": ""4de84714-1fae-45e9-a351-610608af627f"", ""ontologyProperty"": """", ""resourceXresourceId"": ""b57d389a-a66e-41db-be58-156e98fd2efa"", ""inverseOntologyProperty"": """"}]"
0479f27a-54d8-5bbf-8e71-dc71c577706d,e73_ChangeHistoryRelations,1,"[{""resourceId"": ""badbbcec-9fc4-4a28-9402-b4e6141198fb"", ""ontologyProperty"": """", ""resourceXresourceId"": ""00c2ef4a-f72d-46d4-8618-e1733874d98f"", ""inverseOntologyProperty"": """"}]"
04bd8ebf-6e8f-58bb-882f-99aafa0c9193,e73_ChangeHistoryRelations,1,"[{""resourceId"": ""0d98e872-51cf-47be-b5c0-71fbecd5005d"", ""ontologyProperty"": """", ""resourceXresourceId"": ""c07f599f-8738-407b-81f3-d179a04dd526"", ""inverseOntologyProperty"": """"}]"
0535cd5a-8508-5633-9ed8-fcb7734e5423,e73_ChangeHistoryRelations,1,"[{""resourceId"": ""64561b14-c311-47f3-ab2f-8d1e26c76f63"", ""ontologyProperty"": """", ""resourceXresourceId"": ""55b213ab-8d58-4ef6-81f5-4dcb7c4d262d"", ""inverseOntologyProperty"": """"}]"
053eaefd-b76e-5d9c-ba1f-1de30dc50179,e73_ChangeHistoryRelations,1,"[{""resourceId"": ""3981cea7-2408-4fcb-8464-e666d2250f8d"", ""ontologyProperty"": """", ""resourceXresourceId"": ""797f840b-69c0-427a-a94d-fea924c4a0e2"", ""inverseOntologyProperty"": """"}]"
05c05da3-4bc9-5343-88c1-6a001c71f309,e73_ChangeHistoryRelations,1,"[{""resourceId"": ""9c3d4a85-8225-41c2-898a-8fc968752bbe"", ""ontologyProperty"": """", ""resourceXresourceId"": ""9871ecd0-1765-40c2-a74d-addfab3e923e"", ""inverseOntologyProperty"": """"}]"
05c94a6e-f242-5db2-abe6-fc5c3ac1a80c,e73_ChangeHistoryRelations,1,"[{""resourceId"": ""81ec2260-6a9f-4dac-a39b-b9d97d12889d"", ""ontologyProperty"": """", ""resourceXresourceId"": ""f9d9103a-9517-4d9f-aa08-c215fc2c42c4"", ""inverseOntologyProperty"": """"}]"
05d2eef8-599a-5537-b6c2-1a70aa44c4f5,e73_ChangeHistoryRelations,1,"[{""resourceId"": ""a0a6fcde-3da6-4b90-a028-19f228cd57c2"", ""ontologyProperty"": """", ""resourceXresourceId"": ""7683dd5c-d2cf-4fb2-95c3-5162e343d0dc"", ""inverseOntologyProperty"": """"}]"
0602794f-ee68-5f90-b43d-82483714811d,e73_ChangeHistoryRelations,1,"[{""resourceId"": ""d2db0d72-c66d-449b-8edf-1a2d7cc18bd5"", ""ontologyProperty"": """", ""resourceXresourceId"": ""e1c2969c-0cce-47cf-bad7-70a8ae5a9eae"", ""inverseOntologyProperty"": """"}]"
0617c448-410e-55ad-a4ec-9ad7addd5681,e73_ChangeHistoryRelations,1,"[{""resourceId"": ""bf3f78da-3db8-41dd-abeb-5fb48c556167"", ""ontologyProperty"": """", ""resourceXresourceId"": ""c8350ce9-fe04-4f44-924c-14958974546e"", ""inverseOntologyProperty"": """"}]"
