ResourceID,brocade.id,card,order,source_field,source_code,Document status
70d1c9b5-908a-5dcf-8e46-389c70937186,tg:mpmak:364_#1,e22_DocumentStatus,1,kenmerken.mpmorigak,akex,extracts (partial documents)
68fe5aeb-854d-5a8f-8036-2b02fa1020d8,tg:mpmak:137_#1,e22_DocumentStatus,1,kenmerken.mpmorigak,tc,transcriptions (documents)
f7aca78c-8533-503a-aa85-4ddc1ccdbe94,tg:mpmak:127_#1,e22_DocumentStatus,1,kenmerken.mpmorigak,tc,transcriptions (documents)
3a0d553d-744c-5c6d-989d-b6a751ee2f76,tg:mpmak:251_#1,e22_DocumentStatus,1,kenmerken.mpmorigak,akex,extracts (partial documents)
a8c204c0-37c6-5f61-8eaf-9f2be080ea73,tg:mpmak:101_#1,e22_DocumentStatus,1,kenmerken.mpmorigak,tc,transcriptions (documents)
5769149e-78d9-5ca0-b457-511ee4a38471,tg:mpmak:173_#1,e22_DocumentStatus,1,kenmerken.mpmorigak,tc,transcriptions (documents)
7820bd2f-b67b-55a3-9a11-1fd90940541a,tg:mpmak:187_#1,e22_DocumentStatus,1,kenmerken.mpmorigak,tc,transcriptions (documents)
73f27697-38cd-572e-a075-167a3f3ad94f,tg:mpmak:100_#1,e22_DocumentStatus,1,kenmerken.mpmorigak,tc,transcriptions (documents)
97252466-efbf-5a27-b01e-e31823121680,tg:mpmak:110_#1,e22_DocumentStatus,1,kenmerken.mpmorigak,tc,transcriptions (documents)
c0f30f3b-53ac-579d-9732-83aa7c58f5f5,tg:mpmak:172_#1,e22_DocumentStatus,1,kenmerken.mpmorigak,tc,transcriptions (documents)
885f42b9-f809-5555-8334-759e353a63d9,tg:mpmak:214_#1,e22_DocumentStatus,1,kenmerken.mpmorigak,tc,transcriptions (documents)
7bb4dd84-80f0-5de4-b153-3fb8c24c9277,tg:mpmak:90_#1,e22_DocumentStatus,1,kenmerken.mpmorigak,tc,transcriptions (documents)
0b53552e-4dd9-554e-b52a-e353d452a604,tg:mpmak:321_#1,e22_DocumentStatus,1,kenmerken.mpmorigak,tc,transcriptions (documents)
724a6a61-21f0-5819-b9aa-9b0d22abc2ad,tg:mpmak:99_#1,e22_DocumentStatus,1,kenmerken.mpmorigak,tc,transcriptions (documents)
51e4f2a4-7525-5a83-8f56-fea1b4b2974a,tg:mpmak:109_#1,e22_DocumentStatus,1,kenmerken.mpmorigak,tc,transcriptions (documents)
af91cee5-801d-5aed-b7d4-b530b85b381f,tg:mpmak:250_#1,e22_DocumentStatus,1,kenmerken.mpmorigak,akex,extracts (partial documents)
49577ece-2d07-5c43-bc29-2aa8feff1964,tg:mpmak:170_#1,e22_DocumentStatus,1,kenmerken.mpmorigak,tc,transcriptions (documents)
307d3897-fce3-5e54-8515-dffdc4db0b31,tg:mpmak:112_#1,e22_DocumentStatus,1,kenmerken.mpmorigak,tc,transcriptions (documents)
67e0f6d7-e3df-5054-80de-7dd863e43218,tg:mpmak:102_#1,e22_DocumentStatus,1,kenmerken.mpmorigak,tc,transcriptions (documents)
c253278c-ae25-5577-9703-d96e203e7b29,tg:mpmak:280_#1,e22_DocumentStatus,1,kenmerken.mpmorigak,tc,transcriptions (documents)
d8140773-30d1-53c7-98c4-6f7bdf882331,tg:mpmak:76_#1,e22_DocumentStatus,1,kenmerken.mpmorigak,tc,transcriptions (documents)
871b0596-e485-54a7-828c-feebd16f55fe,tg:mpmak:252_#1,e22_DocumentStatus,1,kenmerken.mpmorigak,akex,extracts (partial documents)
ab9336dd-4bd6-52e1-9e9d-643b7ef7da6e,tg:mpmak:220_#1,e22_DocumentStatus,1,kenmerken.mpmorigak,tc,transcriptions (documents)
1702f693-329b-5ddd-8ffb-2eae9a53d7fb,tg:mpmak:125_#1,e22_DocumentStatus,1,kenmerken.mpmorigak,tc,transcriptions (documents)
c44d0e38-5cca-5fd3-a06b-b3bc32f96acf,tg:mpmak:147_#1,e22_DocumentStatus,1,kenmerken.mpmorigak,tc,transcriptions (documents)
b60fbe5d-1b40-5faa-90d7-b9ddd6df73ee,tg:mpmak:359_#1,e22_DocumentStatus,1,kenmerken.mpmorigak,tc,transcriptions (documents)
b7fb6bb2-a017-5cd8-b027-dc8554922ec6,tg:mpmak:161_#1,e22_DocumentStatus,1,kenmerken.mpmorigak,tc,transcriptions (documents)
