ResourceID,brocade.id,card,order,source_field,source_code,Hallmark Type
518c1b18-f962-5208-9fb5-be34ac12df7e,tg:mpmak:21_#1,e22_HallmarkTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
275b3693-75f8-58c2-8561-a99b57cea1e7,tg:mpmak:43_#1,e22_HallmarkTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
b10125f1-615e-5828-bcc5-2df0c11aa0b2,tg:mpmak:233_#1,e22_HallmarkTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
0ef04bfb-d376-5bdf-8593-fe5b547a9d7c,tg:mpmak:223_#1,e22_HallmarkTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
05a67dd5-9401-5b16-82bd-5f69ba47fa4f,tg:mpmak:390_#1,e22_HallmarkTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
3a0d553d-744c-5c6d-989d-b6a751ee2f76,tg:mpmak:251_#1,e22_HallmarkTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
1a6b3062-b70c-5cb4-97d4-d2e8aa798a61,tg:mpmak:241_#1,e22_HallmarkTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
283897f3-2e36-5d94-afff-66f35bc05551,tg:mpmak:267_#1,e22_HallmarkTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
320273fd-78b6-5139-a7b5-884575cffed4,tg:mpmak:163_#1,e22_HallmarkTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
a6ee8554-d3b2-521f-b64a-763c041711f4,tg:mpmak:215_#1,e22_HallmarkTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
306cf274-dd00-5d1b-905f-fc02fde07819,tg:mpmak:205_#1,e22_HallmarkTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
518a0509-88c9-5a96-a853-143976d131f6,tg:mpmak:75_#1,e22_HallmarkTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
5215da0a-01e7-5c39-a948-b25cabd798f0,tg:mpmak:248_#1,e22_HallmarkTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
efb3f135-265f-5660-bc2d-225c29012869,tg:mpmak:258_#1,e22_HallmarkTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
ae2aa59f-0351-5266-aa8c-014308351087,tg:mpmak:320_#1,e22_HallmarkTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
8c030446-4339-5be8-aea8-98340c746544,tg:mpmak:342_#1,e22_HallmarkTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
7e424362-4c7a-5d70-b291-3fce61f08f10,tg:mpmak:293_#1,e22_HallmarkTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
7a908658-6625-53b6-91a7-5151a0095e76,tg:mpmak:283_#1,e22_HallmarkTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
566ab0c8-c070-531d-bfa7-8abeb3618eab,tg:mpmak:266_#1,e22_HallmarkTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
e210ff0c-70a9-5d00-9b19-56800534ae48,tg:mpmak:276_#1,e22_HallmarkTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
749209ca-bb8d-551a-9107-c53786fdcc08,tg:mpmak:162_#1,e22_HallmarkTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
5c99ccaf-f053-5d14-b1a6-40f55ec372f4,tg:mpmak:39_#1,e22_HallmarkTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
228c60c3-2e37-58ba-b32a-26f9ba45f62e,tg:mpmak:259_#1,e22_HallmarkTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
65ee47b3-7851-5944-b6a0-55f7325f85cd,tg:mpmak:331_#1,e22_HallmarkTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
af779453-52c8-5d5e-b6eb-02137e720c32,tg:mpmak:5_#1,e22_HallmarkTypes,1,kenmerken.mpmwaarmerk,akwaze,seals (marks)
c4cdbb57-2355-51e8-a033-eb8732b9d073,tg:mpmak:388_#1,e22_HallmarkTypes,1,kenmerken.mpmwaarmerk,akwaze,seals (marks)
c4cdbb57-2355-51e8-a033-eb8732b9d073,tg:mpmak:388_#1,e22_HallmarkTypes,2,kenmerken.mpmwaarmerk,akwaht,signatures (names)
2aa00149-191b-517b-875f-ce5fba04d225,tg:mpmak:186_#1,e22_HallmarkTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
b046e2f0-82ac-5572-bbbd-a0bedcea1579,tg:mpmak:282_#1,e22_HallmarkTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
d658efae-4729-5980-8414-40e939791255,tg:mpmak:16_#1,e22_HallmarkTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
5bcdcfe6-0b39-53ad-86f7-a4e749009aa9,tg:mpmak:375_#1,e22_HallmarkTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
eb9e0264-8607-55e6-b4e1-6708b9eb1505,tg:mpmak:20_#1,e22_HallmarkTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
b83bdcf0-325d-5170-8fa7-323d34e290cd,tg:mpmak:42_#1,e22_HallmarkTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
5e22ed79-facc-514b-9c53-1b2bf61156e3,tg:mpmak:307_#1,e22_HallmarkTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
990d3841-fc4c-5904-a0dd-160038984769,tg:mpmak:222_#1,e22_HallmarkTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
9d428113-9806-594c-9f50-10f3011667f6,tg:mpmak:232_#1,e22_HallmarkTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
bc0f178b-5f83-57f9-91b6-10931ad4198f,tg:mpmak:144_#1,e22_HallmarkTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
b4263185-b9b0-53ee-b8e9-e61e458ec042,tg:mpmak:338_#1,e22_HallmarkTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
ac91df84-116a-5eee-a80c-fd7c6f36ce42,tg:mpmak:240_#1,e22_HallmarkTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
11157f66-224e-5edd-9498-f82a9e1a1912,tg:mpmak:82_#1,e22_HallmarkTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
8c72aa28-8c04-5cbd-9051-41a88f1d587f,tg:mpmak:216_#1,e22_HallmarkTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
aee86a5e-65dd-58b8-9b8d-3cee06d4bfe9,tg:mpmak:206_#1,e22_HallmarkTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
87ce4cc3-430d-5db6-87cf-7e31b4d1ec91,tg:mpmak:229_#1,e22_HallmarkTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
f242ef2e-eb7a-5c2a-acf4-809106936c4b,tg:mpmak:239_#1,e22_HallmarkTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
753d9525-34e8-5fb7-a97f-35fbd5941689,tg:mpmak:333_#1,e22_HallmarkTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
b7434faf-0fe9-5b64-91a7-42846554f53a,tg:mpmak:323_#1,e22_HallmarkTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
6e6081bb-bb0b-5e48-b29e-d41efff5594c,tg:mpmak:194_#1,e22_HallmarkTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
0addfbdb-bfde-5e99-86a9-a3c78e14b90a,tg:mpmak:66_#1,e22_HallmarkTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
871b0596-e485-54a7-828c-feebd16f55fe,tg:mpmak:252_#1,e22_HallmarkTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
0f1b80af-4758-53b9-82b3-45bfc4dfcc23,tg:mpmak:242_#1,e22_HallmarkTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
84bc01e3-fb2d-5668-ab1e-403c9b060d6e,tg:mpmak:348_#1,e22_HallmarkTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
e9962797-f3ef-5a8e-b162-3aa7d7a5e765,tg:mpmak:230_#1,e22_HallmarkTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
79b0f63e-fc14-5fd9-9e86-463a78a2ecd9,tg:mpmak:358_#1,e22_HallmarkTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
26c164bc-8074-5c54-9161-b39b15214768,tg:mpmak:304_#1,e22_HallmarkTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
7a2ea115-c5d5-5fde-a2c8-bbda176c9b77,tg:mpmak:41_#1,e22_HallmarkTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
2143003b-a6ab-5564-9303-c6bc73254e5b,tg:mpmak:366_#1,e22_HallmarkTypes,1,kenmerken.mpmwaarmerk,akwaze,seals (marks)
2143003b-a6ab-5564-9303-c6bc73254e5b,tg:mpmak:366_#1,e22_HallmarkTypes,2,kenmerken.mpmwaarmerk,akwaht,signatures (names)
2143003b-a6ab-5564-9303-c6bc73254e5b,tg:mpmak:366_#1,e22_HallmarkTypes,3,kenmerken.mpmwaarmerk,akwagm,gedrukt merk
c3a50a7a-d472-5122-a276-4e751edbd1d6,tg:mpmak:376_#1,e22_HallmarkTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
7fd6d34e-e7ca-5af9-b6e8-7050a57b83ec,tg:mpmak:243_#1,e22_HallmarkTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
fd249251-fc32-5f12-b065-953e5449233e,tg:mpmak:221_#1,e22_HallmarkTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
9136d6d7-eeb4-5bf3-9cf3-2856a33e73de,tg:mpmak:231_#1,e22_HallmarkTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
dff4328b-a0e1-5206-8e3f-4ed0d756645b,tg:mpmak:349_#1,e22_HallmarkTypes,1,kenmerken.mpmwaarmerk,akwaze,seals (marks)
dff4328b-a0e1-5206-8e3f-4ed0d756645b,tg:mpmak:349_#1,e22_HallmarkTypes,2,kenmerken.mpmwaarmerk,akwaht,signatures (names)
572b3dd9-e967-5e24-bdef-c79f9d9b5ebe,tg:mpmak:298_#1,e22_HallmarkTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
7909e48a-7568-5f36-92de-9d6d23345f80,tg:mpmak:207_#1,e22_HallmarkTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
008bc001-3a4f-5af5-8777-6b29325af7a6,tg:mpmak:265_#1,e22_HallmarkTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
da941fbe-e601-5a6b-8239-c9ae242a5a38,tg:mpmak:238_#1,e22_HallmarkTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
422bbb5a-6381-5f5f-b2b1-2c82c20a761a,tg:mpmak:228_#1,e22_HallmarkTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
0f80059a-7e89-5553-81b2-508e58120d54,tg:mpmak:350_#1,e22_HallmarkTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
705f8fe3-1434-5888-a45b-8d96e9b89dcc,tg:mpmak:281_#1,e22_HallmarkTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
5c2c5705-888b-5cff-a773-56eb7a775ed9,tg:mpmak:15_#1,e22_HallmarkTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
3dfad73e-d1c0-5bf4-9a2a-bf7101b13147,tg:mpmak:67_#1,e22_HallmarkTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
ca9d9183-749b-5860-8a8e-576a2f887b00,tg:mpmak:77_#1,e22_HallmarkTypes,1,kenmerken.mpmwaarmerk,akwaze,seals (marks)
ca9d9183-749b-5860-8a8e-576a2f887b00,tg:mpmak:77_#1,e22_HallmarkTypes,2,kenmerken.mpmwaarmerk,akwagm,gedrukt merk
