ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type
b53c42cd-4ff0-5756-8452-1bee8457fa4b,tg:mpmak:31,e73_AnnotationsImmaterial,1,note.mpmalg,"<p>Gedrukte tekst</p>
","<p>Gedrukte tekst</p>
",Nederlands,remarks
b53c42cd-4ff0-5756-8452-1bee8457fa4b,tg:mpmak:31,e73_AnnotationsImmaterial,2,note.mpmalg,"<p>Tweede exemplaar: MPM R 63.8 [II] (94)</p>
","<p>Tweede exemplaar: MPM R 63.8 [II] (94)</p>
",Nederlands,remarks
bb17c032-6f60-5f0b-912e-e40b04b34c92,tg:mpmak:21,e73_AnnotationsImmaterial,1,note.mpmalg,"<p>Gedrukte tekst ondertekend door de gezellen</p>
","<p>Gedrukte tekst ondertekend door de gezellen</p>
",Nederlands,remarks
bb17c032-6f60-5f0b-912e-e40b04b34c92,tg:mpmak:21,e73_AnnotationsImmaterial,2,note.mpmalg,"<p>Niet-ondertekende afschriften:<!-- raw HTML omitted -->- R 63.8 IV (2) <!-- raw HTML omitted -->- R 63.8 I (78) <!-- raw HTML omitted -->- R 63.10 [4] (ex.1) <!-- raw HTML omitted -->- R 63.10 [4] (ex.2) <!-- raw HTML omitted -->- 2 172</p>
","<p>Niet-ondertekende afschriften:<!-- raw HTML omitted -->- R 63.8 IV (2) <!-- raw HTML omitted -->- R 63.8 I (78) <!-- raw HTML omitted -->- R 63.10 [4] (ex.1) <!-- raw HTML omitted -->- R 63.10 [4] (ex.2) <!-- raw HTML omitted -->- 2 172</p>
",Nederlands,remarks
15565c71-b2cd-5925-96bd-2d1dc9c6594c,tg:mpmak:98,e73_AnnotationsImmaterial,1,note.mpmalg,"<p>Bevat een aantekening van Henry Graves &amp; Co. inzake het onjuiste totaalbedrag; op het aparte stuk nr. 15 heeft Tessaro het totaalbedrag van de retourzending nagerekend</p>
","<p>Bevat een aantekening van Henry Graves &amp; Co. inzake het onjuiste totaalbedrag; op het aparte stuk nr. 15 heeft Tessaro het totaalbedrag van de retourzending nagerekend</p>
",Nederlands,remarks
4273c440-cdfe-501d-8c83-ff13c44d9749,tg:mpmak:43,e73_AnnotationsImmaterial,1,note.mpmalg,"<p>De versozijde werd als kladpapier gebruikt</p>
","<p>De versozijde werd als kladpapier gebruikt</p>
",Nederlands,remarks
3b749a05-ba0f-586b-bfed-d9180bd7252e,tg:mpmak:277,e73_AnnotationsImmaterial,1,note.mpmalg,"<p>De einddata van de obligaties liggen tussen 31/09/1739 en 30/09/1752</p>
","<p>De einddata van de obligaties liggen tussen 31/09/1739 en 30/09/1752</p>
",Nederlands,remarks
1c0f4bb8-29f1-5153-80ea-b6be81c3aec6,tg:mpmak:28,e73_AnnotationsImmaterial,1,note.mpmalg,"<p>Gecorrigeerde drukproef</p>
","<p>Gecorrigeerde drukproef</p>
",Nederlands,remarks
704e3c5c-bfd2-56be-af32-181bfd1c8f95,tg:mpmak:65,e73_AnnotationsImmaterial,1,note.mpmalg,"<p>Vermoedelijk komt deze vrachtbrief uit een andere 'cahier de Francfort', aangezien de cahier van de vastenfoor van 1610 (Arch. 1008 (2)) waarin het stuk werd aangetroffen, reeds een vrachtbrief bevat die er ooit was ingebonden</p>
","<p>Vermoedelijk komt deze vrachtbrief uit een andere 'cahier de Francfort', aangezien de cahier van de vastenfoor van 1610 (Arch. 1008 (2)) waarin het stuk werd aangetroffen, reeds een vrachtbrief bevat die er ooit was ingebonden</p>
",Nederlands,remarks
98e5bfd5-a3a2-5656-9e32-ac2c734e753f,tg:mpmak:352,e73_AnnotationsImmaterial,1,note.mpmalg,"<p>Concept van tg:mpmak:26</p>
","<p>Concept van tg:mpmak:26</p>
",Nederlands,remarks
7382110a-7154-5d10-9940-4af1fa6964d9,tg:mpmak:283,e73_AnnotationsImmaterial,1,note.mpmalg,"<p>Voorgedrukt en ingevuld formulier</p>
","<p>Voorgedrukt en ingevuld formulier</p>
",Nederlands,remarks
42753813-8445-5e18-83c0-4f94166455b9,tg:mpmak:162,e73_AnnotationsImmaterial,1,note.mpmalg,"<p>Bevat aantekening: &quot;Receu ce faulx compte par mains d'Antoine Hierat le 26 febvrier 1644, et à luy montré l'abus.</p>
","<p>Bevat aantekening: &quot;Receu ce faulx compte par mains d'Antoine Hierat le 26 febvrier 1644, et à luy montré l'abus.</p>
",Nederlands,remarks
4312ab52-9639-54cf-9ca5-8f972615d209,tg:mpmak:29,e73_AnnotationsImmaterial,1,note.mpmalg,"<p>Gedrukte tekst</p>
","<p>Gedrukte tekst</p>
",Nederlands,remarks
4312ab52-9639-54cf-9ca5-8f972615d209,tg:mpmak:29,e73_AnnotationsImmaterial,2,note.mpmalg,"<p>Overige exemplaren: L 3320 (48 ex.)</p>
","<p>Overige exemplaren: L 3320 (48 ex.)</p>
",Nederlands,remarks
f5c179b2-516c-5c58-94d2-3c229e4c8c29,tg:mpmak:64,e73_AnnotationsImmaterial,1,note.mpmalg,"<p>De vrachtbrief was ooit ingebonden in de 'cahier de Francfort' van de vastenfoor van 1610 (Arch. 1008 (2))</p>
","<p>De vrachtbrief was ooit ingebonden in de 'cahier de Francfort' van de vastenfoor van 1610 (Arch. 1008 (2))</p>
",Nederlands,remarks
7caf88d8-505f-5e17-b3e4-d76ca8756972,tg:mpmak:5,e73_AnnotationsImmaterial,1,note.mpmalg,"<p>Diameter van het zegel: 115 mm</p>
","<p>Diameter van het zegel: 115 mm</p>
",Nederlands,remarks
2c2b6cd3-252f-57b8-b3b6-8812ffb934e0,tg:mpmak:388,e73_AnnotationsImmaterial,1,note.mpmalg,"<p>Schepenen: Anthonis van Berghen en Jan de Visscher</p>
","<p>Schepenen: Anthonis van Berghen en Jan de Visscher</p>
",Nederlands,remarks
2c2b6cd3-252f-57b8-b3b6-8812ffb934e0,tg:mpmak:388,e73_AnnotationsImmaterial,2,note.mpmalg,"<p>Diameter van de twee zegels: 35 mm</p>
","<p>Diameter van de twee zegels: 35 mm</p>
",Nederlands,remarks
5f0752ea-2988-593b-93a1-c042240f015d,tg:mpmak:282,e73_AnnotationsImmaterial,1,note.mpmalg,"<p>Voorgedrukt en ingevuld formulier</p>
","<p>Voorgedrukt en ingevuld formulier</p>
",Nederlands,remarks
fc579b29-8d1b-5c17-86a3-ff3a621e40e2,tg:mpmak:16,e73_AnnotationsImmaterial,1,note.mpmalg,"<p>De oorspronkelijke statuten van 1653 bevatten drie bijvoegsels van 1661, 1681 en 1706.</p>
","<p>De oorspronkelijke statuten van 1653 bevatten drie bijvoegsels van 1661, 1681 en 1706.</p>
",Nederlands,remarks
fc579b29-8d1b-5c17-86a3-ff3a621e40e2,tg:mpmak:16,e73_AnnotationsImmaterial,2,note.mpmalg,"<p>De statuten werden ondertekend door Balthasar II Moretus en alle werknemers. Gaandeweg kreeg de lijst van ondertekenaars de functie van lijst van aangesloten contribuanten. De namen van nieuwe gezellen werden met de datum van indiensttreding op de lijst aangevuld. Voor de periode 1719-1723 bevat de lijst ook genealogische informatie (leeftijd en geboorteplaats).</p>
","<p>De statuten werden ondertekend door Balthasar II Moretus en alle werknemers. Gaandeweg kreeg de lijst van ondertekenaars de functie van lijst van aangesloten contribuanten. De namen van nieuwe gezellen werden met de datum van indiensttreding op de lijst aangevuld. Voor de periode 1719-1723 bevat de lijst ook genealogische informatie (leeftijd en geboorteplaats).</p>
",Nederlands,remarks
7414a78c-98c6-5e96-8e7b-e513ba8d8b5b,tg:mpmak:20,e73_AnnotationsImmaterial,1,note.mpmalg,"<p>De ledenlijst bevat beknopte biografische notities over de aangesloten correctoren</p>
","<p>De ledenlijst bevat beknopte biografische notities over de aangesloten correctoren</p>
",Nederlands,remarks
5652dd86-752e-542e-b882-a71c4178234e,tg:mpmak:30,e73_AnnotationsImmaterial,1,note.mpmalg,"<p>Gecorrigeerde drukproef</p>
","<p>Gecorrigeerde drukproef</p>
",Nederlands,remarks
9db14626-047b-5887-9f8e-9b455b83aad0,tg:mpmak:222,e73_AnnotationsImmaterial,2,note.mpmalg,"<p>De datering 05/04/1554 is in de oude datumstijl (paasstijl) gegeven. Vermits Pasen in het jaar 1555 op 17 april viel werd deze akte volgens de huidige datumstijl verleden op 05/04/1555.</p>
","<p>De datering 05/04/1554 is in de oude datumstijl (paasstijl) gegeven. Vermits Pasen in het jaar 1555 op 17 april viel werd deze akte volgens de huidige datumstijl verleden op 05/04/1555.</p>
",Nederlands,remarks
cc1ce48f-50dd-5c75-b6e6-b0067a80d473,tg:mpmak:126,e73_AnnotationsImmaterial,1,note.mpmalg,"<p>Bevat aantekeningen van Balthasar II Moretus</p>
","<p>Bevat aantekeningen van Balthasar II Moretus</p>
",Nederlands,remarks
7628fd26-df18-50b5-ad98-f806a1cbd96e,tg:mpmak:250,e73_AnnotationsImmaterial,1,note.mpmalg,"<p>Los stuk bewaard in het register van de feestmaaltijden (Arch. 335)</p>
","<p>Los stuk bewaard in het register van de feestmaaltijden (Arch. 335)</p>
",Nederlands,remarks
c3abbff4-062d-5385-b928-fea87f13df93,tg:mpmak:216,e73_AnnotationsImmaterial,1,note.mpmalg,"<p>Balthasar III Moretus had in september 1671 tijdens zijn incassoreis naar de Republiek in opdracht van zijn vader enkele wandkaarten gekocht om in het woonhuis aan de Vrijdagmarkt op te hangen (zie Arch. 337 fol. 82).</p>
","<p>Balthasar III Moretus had in september 1671 tijdens zijn incassoreis naar de Republiek in opdracht van zijn vader enkele wandkaarten gekocht om in het woonhuis aan de Vrijdagmarkt op te hangen (zie Arch. 337 fol. 82).</p>
",Nederlands,remarks
db169666-ad45-5492-a977-d03d0fe83423,tg:mpmak:323,e73_AnnotationsImmaterial,1,note.mpmalg,"<p>Met een contemporaine speld aan fol. 6 van Arch. 667 bevestigd</p>
","<p>Met een contemporaine speld aan fol. 6 van Arch. 667 bevestigd</p>
",Nederlands,remarks
0a7cbd31-014c-50c9-b859-96ccad7a604e,tg:mpmak:40,e73_AnnotationsImmaterial,1,note.mpmalg,"<p>Lettergieter Hans Pen wordt niet vermeld op de rekening, maar de rekening werd onder zijn naam genoteerd in het werkliedenboek 1640-1664 (Arch. 781 fol. XXX rechts)</p>
","<p>Lettergieter Hans Pen wordt niet vermeld op de rekening, maar de rekening werd onder zijn naam genoteerd in het werkliedenboek 1640-1664 (Arch. 781 fol. XXX rechts)</p>
",Nederlands,remarks
e31457a5-0683-5ce7-9025-075a84e9c217,tg:mpmak:41,e73_AnnotationsImmaterial,1,note.mpmalg,"<p>De versozijde werd als kladpapier gebruikt</p>
","<p>De versozijde werd als kladpapier gebruikt</p>
",Nederlands,remarks
9522f95a-69b1-581e-9cd5-8c0e9fc9e028,tg:mpmak:23,e73_AnnotationsImmaterial,1,note.mpmalg,"<p>Gedrukte tekst</p>
","<p>Gedrukte tekst</p>
",Nederlands,remarks
9522f95a-69b1-581e-9cd5-8c0e9fc9e028,tg:mpmak:23,e73_AnnotationsImmaterial,2,note.mpmalg,"<p>Bevat handgeschreven marginale aantekeningen</p>
","<p>Bevat handgeschreven marginale aantekeningen</p>
",Nederlands,remarks
504988df-231b-522d-bab8-c750ecb6c68a,tg:mpmak:366,e73_AnnotationsImmaterial,1,note.mpmalg,"<p>Bevat het grootzegel van keizer Jozef II (diameter: 110 mm)</p>
","<p>Bevat het grootzegel van keizer Jozef II (diameter: 110 mm)</p>
",Nederlands,remarks
b276b384-5450-513b-b0d0-58887da71339,tg:mpmak:168,e73_AnnotationsImmaterial,1,note.mpmalg,"<p>Bevat handgeschreven correcties van Balthasar II Moretus</p>
","<p>Bevat handgeschreven correcties van Balthasar II Moretus</p>
",Nederlands,remarks
ac146845-12fe-55b1-9a37-11950e554f2a,tg:mpmak:253,e73_AnnotationsImmaterial,1,note.mpmalg,"<p>Bevat een lijst van rentebetalingen tussen 7 mei 1594 en 7 mei 1595</p>
","<p>Bevat een lijst van rentebetalingen tussen 7 mei 1594 en 7 mei 1595</p>
",Nederlands,remarks
ddee1c2e-d8d6-5845-af8d-433b336883cb,tg:mpmak:349,e73_AnnotationsImmaterial,1,note.mpmalg,"<p>Gedrukte tekst</p>
","<p>Gedrukte tekst</p>
",Nederlands,remarks
ddee1c2e-d8d6-5845-af8d-433b336883cb,tg:mpmak:349,e73_AnnotationsImmaterial,2,note.mpmalg,"<p>STCV 12924156 <a href=""https://anet.be/record/stcvopac/c:stcv:12924156"">https://anet.be/record/stcvopac/c:stcv:12924156</a></p>
","<p>STCV 12924156 <a href=""https://anet.be/record/stcvopac/c:stcv:12924156"">https://anet.be/record/stcvopac/c:stcv:12924156</a></p>
",Nederlands,remarks
9a0250ef-6ffb-586c-8078-a13e7ca96d71,tg:mpmak:83,e73_AnnotationsImmaterial,1,note.mpmalg,"<p>Datering afgeleid van het journaal (1676) waarin het stuk werd aangetroffen</p>
","<p>Datering afgeleid van het journaal (1676) waarin het stuk werd aangetroffen</p>
",Nederlands,remarks
0f493084-ee4f-58b2-bcf5-89415d331ea9,tg:mpmak:161,e73_AnnotationsImmaterial,1,note.mpmalg,"<p>John Bill was een boekhandelaar gevestigd in Londen</p>
","<p>John Bill was een boekhandelaar gevestigd in Londen</p>
",Nederlands,remarks
92e2f92a-9f6c-595d-b32d-6d05167747f4,tg:mpmak:171,e73_AnnotationsImmaterial,1,note.mpmalg,"<p>Rekening-courant uitgesplitst volgens boeken die al dan niet nagedrukt zijn door Johannes Janssonius: &quot;Boecken naegedruck van Jan Janssens [...] Boecken niet naegedruckt [...] Netto</p>
","<p>Rekening-courant uitgesplitst volgens boeken die al dan niet nagedrukt zijn door Johannes Janssonius: &quot;Boecken naegedruck van Jan Janssens [...] Boecken niet naegedruckt [...] Netto</p>
",Nederlands,remarks
4cc6e957-af47-5a9a-ac9f-3f57a9185c31,tg:mpmak:350,e73_AnnotationsImmaterial,1,note.mpmalg,"<p>Niet in: Aloïs Gerlo, La correspondance de Juste Lipse conservée au Musée Plantin-Moretus, Anvers: Nederlandsche Boekhandel, 1967.</p>
","<p>Niet in: Aloïs Gerlo, La correspondance de Juste Lipse conservée au Musée Plantin-Moretus, Anvers: Nederlandsche Boekhandel, 1967.</p>
",Nederlands,remarks
b56d499f-8ab6-5605-b1f1-e494d979fb63,tg:mpmak:281,e73_AnnotationsImmaterial,1,note.mpmalg,"<p>Gedrukt en ingevuld formulier</p>
","<p>Gedrukt en ingevuld formulier</p>
",Nederlands,remarks
