ResourceID,brocade.id,card,order,source_field,Creation Time Span Source Note
92b6bc82-97d3-511b-b41e-09c0ea48083e,tg:mpmtk:31,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16280000
92b6bc82-97d3-511b-b41e-09c0ea48083e,tg:mpmtk:31,e73_CreationTimeSpanSourceNotes,1,id/date.creationdate/so,16300000
e675c9d2-e8d6-52ab-b8d6-3fa65626c2ee,tg:mpmtk:21,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,15800000
e675c9d2-e8d6-52ab-b8d6-3fa65626c2ee,tg:mpmtk:21,e73_CreationTimeSpanSourceNotes,1,id/date.creationdate/so,15960000
5edba65c-caf2-5dc7-9e43-46f5e4ddcb0a,tg:mpmtk:28,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16230000
8386be2c-d073-50f9-b5c8-923ae1460715,tg:mpmtk:39,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16340000
6e00a7bd-8a35-5967-8fa7-543a30c85074,tg:mpmtk:29,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16230000
00d08c3f-d02d-5604-bcb4-b1036cf771a6,tg:mpmtk:32,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16360000
00d08c3f-d02d-5604-bcb4-b1036cf771a6,tg:mpmtk:32,e73_CreationTimeSpanSourceNotes,1,id/date.creationdate/so,16370000
ac9d2a5c-033f-511c-a651-d32fc8b9cb89,tg:mpmtk:22,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16050000
ac9d2a5c-033f-511c-a651-d32fc8b9cb89,tg:mpmtk:22,e73_CreationTimeSpanSourceNotes,1,id/date.creationdate/so,16090000
b352a12a-d714-52f2-894d-3f3bd5481d42,tg:mpmtk:23,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16050000
b352a12a-d714-52f2-894d-3f3bd5481d42,tg:mpmtk:23,e73_CreationTimeSpanSourceNotes,1,id/date.creationdate/so,16090000
b7844246-831e-5339-bb8e-494ce76fca52,tg:mpmtk:33,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16360000
b7844246-831e-5339-bb8e-494ce76fca52,tg:mpmtk:33,e73_CreationTimeSpanSourceNotes,1,id/date.creationdate/so,16370000
c008cae5-11d7-55fc-a4da-bfa7b15b2cd7,tg:mpmtk:15,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,15600000
f2a88090-8fa8-59c3-a946-6065c95ecdcb,tg:mpmtk:19,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16460000
7179bdd9-690d-53ab-a1bf-99848c8138b2,tg:mpmtk:36,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16380000
7179bdd9-690d-53ab-a1bf-99848c8138b2,tg:mpmtk:36,e73_CreationTimeSpanSourceNotes,1,id/date.creationdate/so,16390000
ad8839e6-3553-5f26-9c38-c52a8ec05cb8,tg:mpmtk:26,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16370000
7dc335bd-9eef-53fc-a51a-5d83bf6ee9b7,tg:mpmtk:27,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16340000
74b9c944-ebb8-5b59-8018-fd6f0bdd6a26,tg:mpmtk:37,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16380000
74b9c944-ebb8-5b59-8018-fd6f0bdd6a26,tg:mpmtk:37,e73_CreationTimeSpanSourceNotes,1,id/date.creationdate/so,16390000
3d7a61cb-2404-5110-ae89-8b5ff60be96b,tg:mpmtk:11,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16060000
f9f1deb6-85f5-53d9-b775-253f66648d52,tg:mpmtk:35,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16380000
f9f1deb6-85f5-53d9-b775-253f66648d52,tg:mpmtk:35,e73_CreationTimeSpanSourceNotes,1,id/date.creationdate/so,16390000
251d4f80-80c8-5190-a8e5-e63866de74cd,tg:mpmtk:24,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16050000
251d4f80-80c8-5190-a8e5-e63866de74cd,tg:mpmtk:24,e73_CreationTimeSpanSourceNotes,1,id/date.creationdate/so,16090000
5355e3fa-7908-52d1-9652-e164ac0c8c43,tg:mpmtk:34,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16370000
5355e3fa-7908-52d1-9652-e164ac0c8c43,tg:mpmtk:34,e73_CreationTimeSpanSourceNotes,1,id/date.creationdate/so,16380000
