ResourceID,brocade.id,card,order,source_field,Material Records
92b6bc82-97d3-511b-b41e-09c0ea48083e,tg:mpmtk:31,e73_MaterialRecords,1,materialRecords,"[{""resourceId"": ""bfe48296-c4a6-58f7-af03-286feaa9ed31"", ""ontologyProperty"": """", ""resourceXresourceId"": ""f6593066-7a44-4b04-9160-13e6943082b1"", ""inverseOntologyProperty"": """"}]"
e675c9d2-e8d6-52ab-b8d6-3fa65626c2ee,tg:mpmtk:21,e73_MaterialRecords,1,materialRecords,"[{""resourceId"": ""cd351e07-50be-5522-b7a2-e07a00587c9d"", ""ontologyProperty"": """", ""resourceXresourceId"": ""6edff7c4-2820-4966-b102-c45e28f6f9ec"", ""inverseOntologyProperty"": """"}]"
5edba65c-caf2-5dc7-9e43-46f5e4ddcb0a,tg:mpmtk:28,e73_MaterialRecords,1,materialRecords,"[{""resourceId"": ""5bab3548-b070-576a-a984-24465d558e3a"", ""ontologyProperty"": """", ""resourceXresourceId"": ""71a52d35-7b8d-4163-8c01-73268be632c4"", ""inverseOntologyProperty"": """"}]"
8386be2c-d073-50f9-b5c8-923ae1460715,tg:mpmtk:39,e73_MaterialRecords,1,materialRecords,"[{""resourceId"": ""e81669e6-53d4-5085-9633-335775557e15"", ""ontologyProperty"": """", ""resourceXresourceId"": ""6c92ed6b-fc74-47f4-b99a-9dfb8428e843"", ""inverseOntologyProperty"": """"}]"
6e00a7bd-8a35-5967-8fa7-543a30c85074,tg:mpmtk:29,e73_MaterialRecords,1,materialRecords,"[{""resourceId"": ""71c29626-cc06-5877-8867-f3a93b17dd9f"", ""ontologyProperty"": """", ""resourceXresourceId"": ""53409424-b648-454c-a170-571f999dd0d4"", ""inverseOntologyProperty"": """"}]"
00d08c3f-d02d-5604-bcb4-b1036cf771a6,tg:mpmtk:32,e73_MaterialRecords,1,materialRecords,"[{""resourceId"": ""499e0b1e-64aa-5b6f-91cc-a40e6e74a0c4"", ""ontologyProperty"": """", ""resourceXresourceId"": ""3142759f-ad39-48f8-9d50-8a07005a7664"", ""inverseOntologyProperty"": """"}]"
ac9d2a5c-033f-511c-a651-d32fc8b9cb89,tg:mpmtk:22,e73_MaterialRecords,1,materialRecords,"[{""resourceId"": ""0d8b93fa-fe92-5008-a567-164e0385914b"", ""ontologyProperty"": """", ""resourceXresourceId"": ""61f32976-840c-4414-9ff3-41058579e1b5"", ""inverseOntologyProperty"": """"}]"
b352a12a-d714-52f2-894d-3f3bd5481d42,tg:mpmtk:23,e73_MaterialRecords,1,materialRecords,"[{""resourceId"": ""f035fc19-9010-52c0-9131-0d35856aa2bd"", ""ontologyProperty"": """", ""resourceXresourceId"": ""7303030b-0e74-4e4c-9902-4fddb3cbf12a"", ""inverseOntologyProperty"": """"}]"
b7844246-831e-5339-bb8e-494ce76fca52,tg:mpmtk:33,e73_MaterialRecords,1,materialRecords,"[{""resourceId"": ""29f3ce22-a988-5b01-a9dd-b7fcd935cb9b"", ""ontologyProperty"": """", ""resourceXresourceId"": ""88490300-2b29-43be-a0d7-cafb1ec01e7f"", ""inverseOntologyProperty"": """"}]"
c008cae5-11d7-55fc-a4da-bfa7b15b2cd7,tg:mpmtk:15,e73_MaterialRecords,1,materialRecords,"[{""resourceId"": ""76f134ef-a5a9-5370-bb23-79ec548601e7"", ""ontologyProperty"": """", ""resourceXresourceId"": ""2471435d-fc24-4443-a04c-b3883e9e7ffb"", ""inverseOntologyProperty"": """"}]"
f2a88090-8fa8-59c3-a946-6065c95ecdcb,tg:mpmtk:19,e73_MaterialRecords,1,materialRecords,"[{""resourceId"": ""4da61ed6-63a1-5d83-bea9-45f5dca96b0b"", ""ontologyProperty"": """", ""resourceXresourceId"": ""f9fb42c3-1dce-4dab-9db6-a25fd0a27f66"", ""inverseOntologyProperty"": """"}]"
7179bdd9-690d-53ab-a1bf-99848c8138b2,tg:mpmtk:36,e73_MaterialRecords,1,materialRecords,"[{""resourceId"": ""8728bea8-6a2c-5026-94f0-c46e37d67921"", ""ontologyProperty"": """", ""resourceXresourceId"": ""e58f824a-9d96-4e7f-8b6a-d4f13134c83e"", ""inverseOntologyProperty"": """"}]"
ad8839e6-3553-5f26-9c38-c52a8ec05cb8,tg:mpmtk:26,e73_MaterialRecords,1,materialRecords,"[{""resourceId"": ""8fab448e-5bb1-5697-bcc5-dd5235f9ffd8"", ""ontologyProperty"": """", ""resourceXresourceId"": ""68392778-952f-4dc2-921b-bf250db7e609"", ""inverseOntologyProperty"": """"}]"
7dc335bd-9eef-53fc-a51a-5d83bf6ee9b7,tg:mpmtk:27,e73_MaterialRecords,1,materialRecords,"[{""resourceId"": ""5ce72c6f-ee27-57e7-9692-959c34f60bcb"", ""ontologyProperty"": """", ""resourceXresourceId"": ""a5dc598b-d6e2-4735-96d6-ad33e67799e1"", ""inverseOntologyProperty"": """"}]"
74b9c944-ebb8-5b59-8018-fd6f0bdd6a26,tg:mpmtk:37,e73_MaterialRecords,1,materialRecords,"[{""resourceId"": ""2b787120-27fe-5e35-8e20-c8423eb83c0c"", ""ontologyProperty"": """", ""resourceXresourceId"": ""0fb5a257-d699-430b-b485-f559227ebdc0"", ""inverseOntologyProperty"": """"}]"
